timestamp,value,anomaly
2016-09-03 16:00:00,0.2341910677954737,False
2016-09-03 16:05:00,0.2366572262083881,False
2016-09-03 16:10:00,0.2308873461480024,False
2016-09-03 16:15:00,0.2174863343949876,False
2016-09-03 16:20:00,0.2237215273633553,False
2016-09-03 16:25:00,0.2047615774016069,False
2016-09-03 16:30:00,0.2272827221533189,False
2016-09-03 16:35:00,0.2156250827625339,False
2016-09-03 16:40:00,0.2109037077884413,False
2016-09-03 16:45:00,0.1972452228928657,False
2016-09-03 16:50:00,0.1896389078885645,False
2016-09-03 16:55:00,0.1791445507679762,False
2016-09-03 17:00:00,0.1784931126966542,False
2016-09-03 17:05:00,0.1742370506306488,False
2016-09-03 17:10:00,0.1644871941630735,False
2016-09-03 17:15:00,0.1557858427816863,False
2016-09-03 17:20:00,0.1404770481054616,False
2016-09-03 17:25:00,0.1391989886512138,False
2016-09-03 17:30:00,0.1319401072849493,False
2016-09-03 17:35:00,0.1245168153578097,False
2016-09-03 17:40:00,0.1213309729804573,False
2016-09-03 17:45:00,0.1187934665882853,False
2016-09-03 17:50:00,0.1150492487211232,False
2016-09-03 17:55:00,0.1045548916006085,False
2016-09-03 18:00:00,0.1067201476663108,False
2016-09-03 18:05:00,0.1065805537938321,False
2016-09-03 18:10:00,0.099647391463281,False
2016-09-03 18:15:00,0.0909925713730703,False
2016-09-03 18:20:00,0.0917370720260097,False
2016-09-03 18:25:00,0.0878966894912988,False
2016-09-03 18:30:00,0.0842455342050186,False
2016-09-03 18:35:00,0.0799398387627459,False
2016-09-03 18:40:00,0.0808487499762451,False
2016-09-03 18:45:00,0.0779855245482545,False
2016-09-03 18:50:00,0.0757520225894362,False
2016-09-03 18:55:00,0.0711454247991108,False
2016-09-03 19:00:00,0.0701465530897153,False
2016-09-03 19:05:00,0.0662844559533801,False
2016-09-03 19:10:00,0.0661200453917696,False
2016-09-03 19:15:00,0.0674012069327893,False
2016-09-03 19:20:00,0.0666318895909282,False
2016-09-03 19:25:00,0.0667032375703959,False
2016-09-03 19:30:00,0.0646093294842664,False
2016-09-03 19:35:00,0.0618856979279139,False
2016-09-03 19:40:00,0.0661448620806913,False
2016-09-03 19:45:00,0.0609798888006613,False
2016-09-03 19:50:00,0.0553496026130695,False
2016-09-03 19:55:00,0.056348474322465,False
2016-09-03 20:00:00,0.0516953452415935,False
2016-09-03 20:05:00,0.0552317233430558,False
2016-09-03 20:10:00,0.050696473532198,False
2016-09-03 20:15:00,0.0537675387250478,False
2016-09-03 20:20:00,0.0526259710577678,False
2016-09-03 20:25:00,0.0517666932200104,False
2016-09-03 20:30:00,0.0526042564550927,False
2016-09-03 20:35:00,0.0511152551492138,False
2016-09-03 20:40:00,0.0491609409347224,False
2016-09-03 20:45:00,0.0510687238586678,False
2016-09-03 20:50:00,0.0484846861750041,False
2016-09-03 20:55:00,0.0466482512315772,False
2016-09-03 21:00:00,0.0475540603588298,False
2016-09-03 21:05:00,0.0503924690989495,False
2016-09-03 21:10:00,0.0484381548844581,False
2016-09-03 21:15:00,0.0502776919141315,False
2016-09-03 21:20:00,0.0480659045579884,False
2016-09-03 21:25:00,0.0504390003894955,False
2016-09-03 21:30:00,0.0518814704048283,False
2016-09-03 21:35:00,0.0534883509807209,False
2016-09-03 21:40:00,0.0553030713214727,False
2016-09-03 21:45:00,0.0550704148676918,False
2016-09-03 21:50:00,0.0576761671529799,False
2016-09-03 21:55:00,0.0569999123932615,False
2016-09-03 22:00:00,0.0650746423918282,False
2016-09-03 22:05:00,0.068027828315715,False
2016-09-03 22:10:00,0.0707266431820951,False
2016-09-03 22:15:00,0.0716355543955942,False
2016-09-03 22:20:00,0.0757520225894362,False
2016-09-03 22:25:00,0.0794993425430551,False
2016-09-03 22:30:00,0.0806843394156854,False
2016-09-03 22:35:00,0.0866651613270717,False
2016-09-03 22:40:00,0.0878966894912988,False
2016-09-03 22:45:00,0.0995077975908024,False
2016-09-03 22:50:00,0.0895035700671914,False
2016-09-03 22:55:00,0.0942497617293651,False
2016-09-03 23:00:00,0.1056716425800176,False
2016-09-03 23:05:00,0.1096981502780685,False
2016-09-03 23:10:00,0.1100455839161419,False
2016-09-03 23:15:00,0.1198171549860771,False
2016-09-03 23:20:00,0.1272869782039728,False
2016-09-03 23:25:00,0.1268681965867469,False
2016-09-03 23:30:00,0.1321944783414053,False
2016-09-03 23:35:00,0.1380357063809434,False
2016-09-03 23:40:00,0.1325915453562713,False
2016-09-03 23:45:00,0.1511575303892111,False
2016-09-03 23:50:00,0.1617666646937031,False
2016-09-03 23:55:00,0.1541355330009688,False
2016-09-04 00:00:00,0.1626042279283651,False
2016-09-04 00:05:00,0.1721183258558078,False
2016-09-04 00:10:00,0.1813098068336785,False
2016-09-04 00:15:00,0.1885221569091343,False
