timestamp,value,anomaly
2014-04-01 0:00,19.7612519,0
2014-04-01 0:05,20.50083329,0
2014-04-01 0:10,19.96164144,0
2014-04-01 0:15,21.49026607,0
2014-04-01 0:20,20.18773941,0
2014-04-01 0:25,19.92312567,0
2014-04-01 0:30,21.69840396,0
2014-04-01 0:35,20.87875838,0
2014-04-01 0:40,18.44619963,0
2014-04-01 0:45,18.71081784,0
2014-04-01 0:50,21.14849145,0
2014-04-01 0:55,21.34340528,0
2014-04-01 1:00,20.18076332,0
2014-04-01 1:05,20.21782091,0
2014-04-01 1:10,20.52773185,0
2014-04-01 1:15,19.7564631,0
2014-04-01 1:20,20.72079649,0
2014-04-01 1:25,18.43392503,0
2014-04-01 1:30,21.84511697,0
2014-04-01 1:35,21.0006193,0
2014-04-01 1:40,20.52469682,0
2014-04-01 1:45,19.26528823,0
2014-04-01 1:50,18.64382195,0
2014-04-01 1:55,19.63737186,0
2014-04-01 2:00,20.64630696,0
2014-04-01 2:05,20.53483897,0
2014-04-01 2:10,19.53056462,0
2014-04-01 2:15,20.45314558,0
2014-04-01 2:20,21.25499318,0
2014-04-01 2:25,18.10513909,0
2014-04-01 2:30,19.80248419,0
2014-04-01 2:35,21.03422091,0
2014-04-01 2:40,20.18457788,0
2014-04-01 2:45,20.60590435,0
2014-04-01 2:50,20.06670557,0
2014-04-01 2:55,21.96749818,0
2014-04-01 3:00,18.21848615,0
2014-04-01 3:05,19.96417929,0
2014-04-01 3:10,18.3656662,0
2014-04-01 3:15,18.63914225,0
2014-04-01 3:20,19.5321534,0
2014-04-01 3:25,18.62216037,0
2014-04-01 3:30,21.85474866,0
2014-04-01 3:35,21.78715911,0
2014-04-01 3:40,19.34443858,0
2014-04-01 3:45,20.55899085,0
2014-04-01 3:50,20.13501328,0
2014-04-01 3:55,21.26234792,0
2014-04-01 4:00,20.50978244,0
2014-04-01 4:05,18.00100982,0
2014-04-01 4:10,21.05269754,0
2014-04-01 4:15,20.98739249,0
2014-04-01 4:20,20.03889082,0
2014-04-01 4:25,21.61167589,0
2014-04-01 4:30,21.63378482,0
2014-04-01 4:35,20.09564671,0
2014-04-01 4:40,20.43195292,0
2014-04-01 4:45,21.98608829,0
2014-04-01 4:50,19.19528094,0
2014-04-01 4:55,19.29846897,0
2014-04-01 5:00,18.73109561,0
2014-04-01 5:05,21.58346776,0
2014-04-01 5:10,20.97795356,0
2014-04-01 5:15,18.4225714,0
2014-04-01 5:20,21.9270694,0
2014-04-01 5:25,20.92384683,0
2014-04-01 5:30,21.40208844,0
2014-04-01 5:35,18.19260316,0
2014-04-01 5:40,20.01984368,0
2014-04-01 5:45,20.79439315,0
2014-04-01 5:50,20.17178634,0
2014-04-01 5:55,20.66658986,0
2014-04-01 6:00,21.27149625,0
2014-04-01 6:05,19.49734825,0
2014-04-01 6:10,21.3946747,0
2014-04-01 6:15,18.65166442,0
2014-04-01 6:20,19.08354422,0
2014-04-01 6:25,18.17338248,0
2014-04-01 6:30,19.45770725,0
2014-04-01 6:35,19.51963818,0
2014-04-01 6:40,21.22108239,0
2014-04-01 6:45,20.61252268,0
2014-04-01 6:50,19.74689023,0
2014-04-01 6:55,20.60845591,0
2014-04-01 7:00,18.2111334,0
2014-04-01 7:05,18.72108614,0
2014-04-01 7:10,20.50779142,0
2014-04-01 7:15,20.56546728,0
2014-04-01 7:20,21.09653863,0
2014-04-01 7:25,19.61199904,0
2014-04-01 7:30,20.89021639,0
2014-04-01 7:35,20.73592133,0
2014-04-01 7:40,21.85357351,0
2014-04-01 7:45,18.86052091,0
2014-04-01 7:50,20.20671826,0
2014-04-01 7:55,20.40705777,0
2014-04-01 8:00,21.99459154,0
2014-04-01 8:05,18.80473657,0
2014-04-01 8:10,20.09287208,0
2014-04-01 8:15,19.38474123,0
2014-04-01 8:20,20.10357187,0
2014-04-01 8:25,18.92851441,0
2014-04-01 8:30,18.19044951,0
2014-04-01 8:35,20.29026182,0
2014-04-01 8:40,19.34341726,0
2014-04-01 8:45,18.72776561,0
2014-04-01 8:50,19.29574226,0
2014-04-01 8:55,18.19712081,0
2014-04-01 9:00,74.12601438,0
2014-04-01 9:05,69.10361164,0
2014-04-01 9:10,72.28085407,0
2014-04-01 9:15,66.95440749,0
2014-04-01 9:20,73.48507948,0
2014-04-01 9:25,67.77312781,0
2014-04-01 9:30,69.00565638,0
2014-04-01 9:35,67.88839813,0
2014-04-01 9:40,71.17258482,0
2014-04-01 9:45,68.90652266,0
2014-04-01 9:50,64.89374536,0
2014-04-01 9:55,63.17933763,0
2014-04-01 10:00,79.24705052,0
2014-04-01 10:05,77.432073,0
2014-04-01 10:10,71.32954281,0
2014-04-01 10:15,75.97998307,0
2014-04-01 10:20,77.82933007,0
2014-04-01 10:25,82.67338299,0
2014-04-01 10:30,71.02108839,0
2014-04-01 10:35,75.2486478,0
2014-04-01 10:40,82.60762302,0
2014-04-01 10:45,79.90353942,0
2014-04-01 10:50,74.34015315,0
2014-04-01 10:55,82.95960109,0
2014-04-01 11:00,79.41334111,0
2014-04-01 11:05,79.49378848,0
2014-04-01 11:10,87.09964504,0
2014-04-01 11:15,86.63094087,0
2014-04-01 11:20,77.2701038,0
2014-04-01 11:25,73.80377046,0
2014-04-01 11:30,76.74740371,0
2014-04-01 11:35,72.05280577,0
2014-04-01 11:40,71.89829247,0
2014-04-01 11:45,77.85838405,0
2014-04-01 11:50,86.53397926,0
2014-04-01 11:55,85.42606716,0
2014-04-01 12:00,80.08686564,0
2014-04-01 12:05,80.94636975,0
2014-04-01 12:10,72.00842202,0
2014-04-01 12:15,75.35748087,0
2014-04-01 12:20,72.30951037,0
2014-04-01 12:25,83.97174536,0
2014-04-01 12:30,74.24113634,0
2014-04-01 12:35,85.80166794,0
2014-04-01 12:40,82.19443719,0
2014-04-01 12:45,75.57989399,0
2014-04-01 12:50,74.43409684,0
2014-04-01 12:55,81.94354482,0
2014-04-01 13:00,86.39265247,0
2014-04-01 13:05,83.473725,0
2014-04-01 13:10,77.55812801,0
2014-04-01 13:15,81.37860197,0
2014-04-01 13:20,76.9537138,0
2014-04-01 13:25,87.96527633,0
2014-04-01 13:30,83.96127147,0
2014-04-01 13:35,81.81046701,0
2014-04-01 13:40,78.75324097,0
2014-04-01 13:45,81.87078294,0
2014-04-01 13:50,77.44726519,0
2014-04-01 13:55,72.44444659,0
2014-04-01 14:00,78.31765693,0
2014-04-01 14:05,86.8835225,0
2014-04-01 14:10,82.01688052,0
2014-04-01 14:15,73.33977077,0
2014-04-01 14:20,86.15576214,0
